id,name,KM 1,Precio 1,Precio 1 descuento,KM 2,Precio 2,Precios 2 descuneto,KM 3,Precio 3,Precios 3 descuneto,KM 4,Precio 4,stock,category,Destacadas,Image 1,Image 2,Image 3
,SABROSITO CACHORRO MIX ,18KG,40000,,,,,,,,,,3,PERRO,FALSE,https://i.postimg.cc/j5L3yQpD/SABROSITO-CACHORRO-MIX-18KG.png,,
,SABROSITO MIX PERRO ADULTO MORDIDA PEQUEÑA ,15KG,30100,,3KG,7300,,,,,,,3,PERRO,FALSE,https://i.postimg.cc/c4NTJSLK/SABROSITO-MIX-PERRO-ADULTO-MORDIDA-PEQUENA-15KG.jpg,,
,SABROSITO MIX PERRO ADULTO,20+2KG,32200,,3KG,6500,,,,,,,3,PERRO,FALSE,https://i.postimg.cc/dQnDhRqr/SABROSITO-MIX-PERRO-ADULTO-22KG.webp,,
,SABROSITO GATO ADULTO MIX ,3KG,9100,,1KG,3400,,,,,,,3,GATO,FALSE,https://i.postimg.cc/V60Qz8kY/SABROSITO-GATO-ADULTO-MIX-3KG.webp,,
,SABROSITO GATO PESCADO ,3KG,10000,,1KG,3600,,,,,,,3,GATO,FALSE,https://i.postimg.cc/NFxNcJmG/SABROSITO-GATO-PESCADO-10KG.png,,
,SABROSITO GATITO,3KG,9100,,,,,,,,,,3,GATO,FALSE,https://i.postimg.cc/1tJFzp4w/SABROSITO-GATITO-3KG.jpg,,
,VORAZ PERRO ADULTO CARNE ,25KG,33000,,,,,,,,,,3,PERRO,FALSE,https://i.postimg.cc/bJ90DGJD/VORAZ-PERRO-ADULTO-CARNE-25KG.png,,
,VORAZ CACHORRO JUNIOR ,15KG,30800,,,,,,,,,,3,PERRO,FALSE,https://i.postimg.cc/yNzSmV2L/VORAZ-CACHORRO-JUNIOR-15KG.png,,
,VORAZ GATO ADULTO PESCADO ,10KG,25300,,,,,,,,,,3,GATO,FALSE,https://i.postimg.cc/VLC6Dx9f/VORAZ-GATO-ADULTO-PESCADO-10KG.png,,
,POUCH GATITO CARNE EN SALSA,85GR,1500,,,,,,,,,,12,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/kgkX8fR7/POUCH-WHISKAS-GATITOS.webp,,
,POUCH ADULTO SARDINAS ,85GR,1500,,,,,,,,,,12,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/L4qCQDJm/POUCH.webp,,
,POUCH PROPLAN ADULTO POLLO ,100GR,2500,,,,,,,,,,15,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/ZKXbkDTw/POUCH-PROPLAN-PERRO-ADULTO-100GR.webp,,
,POUCH PROPLAN GATO ADULTO POLLO ,85GR,2600,,,,,,,,,,15,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/d0rDScGM/POUCH-PROPLAN-GATO-ADULTO-85GR.webp,,
,BOCADITOS FRUTALES PERROGOLOCAN MANZANA FRUTILLA DURAZNO,500GR,11000,,,,,,,,,,3,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/CMHVmtVZ/BOCADITOSFRUTALES.webp,,
,BOCADITOS PERRO GOLOCAN CARNE POLLO CHOCOLATE,500GR,11000,,,,,,,,,,3,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/yx5hFjnj/BOCADITOSCARNEPOLLOCHOCOLATE.webp,,
,BISCUISTE GOLOCAN PERRO POLLO ,500GR,11000,,,,,,,,,,3,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/FKBnPyP1/BISCUITSDEPOLLO.webp,,
,BOCADITOS PERRO GOLOCAN CHOCOLATE CON LECHE ,500GR,11000,,,,,,,,,,3,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/qvgs19WJ/BOCADITOCHOCOLATE.webp,,
,BOCADITOS PERRO GOLOCAN JAMN QUESO ESPINACA,500GR,11000,,,,,,,,,,3,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/qvtKs2CX/BOCADITOSJAMONQUESOESPINACA.webp,,
,PERROLAC ,250GR,11200,,500GR,15000,,,,,,,3,PERRO,FALSE,https://i.postimg.cc/pXWC0nT6/PERROLAC-250GR.webp,,
,GATOLAC,350GR,10100,,,,,,,,,,3,GATO,FALSE,https://i.postimg.cc/JtCLLc2H/GATOLAC-350GR.webp,,
,WHISKAS CARNE ,10KG,50700,,,,,,,,,,3,GATO,FALSE,https://i.postimg.cc/Z5jCdrFK/WHISKAS-CARNE-10KG.webp,,
,WHISKAS CASTRADO ,10KG,56600,,,,,,,,,,3,GATO,FALSE,https://i.postimg.cc/pLdP338w/WHISKAS-CASTRADO-10KG.avif,,
,WHISKAS POLLO ,10KG,50700,,,,,,,,,,3,GATO,FALSE,https://i.postimg.cc/W1qHDnPG/WHISKAS-POLLO-10KG.png,,
,WHISKAS PESCADO,10+1KG,50700,,1KG,8800,,,,,,,3,GATO,FALSE,https://i.postimg.cc/VL0KGd33/WHISKS-10-1KG-PESCADO.webp,,
,ALIMENTO CONEJO ,5KG,5500,,,,,,,,,,3,CONEJO,FALSE,https://i.postimg.cc/nrFmb0Qc/ALIMENTO-PARA-CONEJO.jpg,,
,PIEDRA SANITARIA AGLUTINANTE,4KG,4700,,2KG,2700,,,,,,,15,GATO,FALSE,https://i.postimg.cc/9F8xBLGT/PIEDRA-AGLUTINANTE-2KG.jpg,https://i.postimg.cc/28KwWVDw/PIEDRA-AGLUTINANTE-4KG.jpg,
,PIEDRA SANITARIAS ,25KG,15000,,2KG,2000,,,,,,,3,GATO,FALSE,https://i.postimg.cc/prQNJyLG/PIEDRA-SANITARIA-2-5KG.webp,,
,ARENA SANITARIA LAVANDA RUBICAT ,"5,3KG",10000,,,,,,,,,,3,GATO,FALSE,https://i.postimg.cc/BQ8GDSbt/ARENA-SANITARIA-LAVANDA-RUBICAT-5-3KG.jpg,,
,PIPETA 5-10KG,1,3000,,,,,,,,,,6,PIPETA,FALSE,https://i.postimg.cc/7ZPk5tqb/GLACOPETMAX-PIPETA-5-A-10KG.jpg,,
,PIPETA 10-25KG,1,3900,,,,,,,,,,6,PIPETA,FALSE,https://i.postimg.cc/ZK4kQsBG/GLACOPETMAX-PIPETA-10-A-25KG.jpg,,
,PIPETA 25-40KG,1,3700,,,,,,,,,,8,PIPETA,FALSE,https://i.postimg.cc/3NZq774n/GLACOPETMAX-PIPETA-25-A-40KG.jpg,,
,PIPETA 40-60KG,1,3700,,,,,,,,,,8,PIPETA,FALSE,https://i.postimg.cc/vZTKRJQ6/GLACOPETMAX-PIPETA-40-A-60KG.jpg,,
,COLLAR ROCHAL ,T1,1000,,T2,1200,,T3,1400,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/GhvXWvTM/COLLAR-ROCHAL-T1-2-3-4-5-6.jpg,,
,COLLAR ROCHAL ,T4,1800,,T5,2000,,T6,2500,,,,6,ACCESORIOS ,FALSE,https://i.postimg.cc/GhvXWvTM/COLLAR-ROCHAL-T1-2-3-4-5-6.jpg,,
,COLLAR SIMPLE ,T1,2000,,T2,2000,,T3,2200,,,,4,ACCESORIOS ,FALSE,https://i.postimg.cc/44Qg5RLb/COLLAR-SIMPLE-T1.jpg,https://i.postimg.cc/wBMkcGj3/COLLAR-SIMPLE-T-2.jpg,https://i.postimg.cc/5tk22f75/COLLAR-SIMPLE-T3.jpg
,COLLAR SIMPLE ,T4,2400,,T5,3500,,T6,3700,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/ydfT1dYK/COLLAR-SIMPLE-T3.jpg,https://i.postimg.cc/nzBffx6q/COLLAR-SIMPLE-T5.jpg,https://i.postimg.cc/s2Gt5yfZ/COLLAR-SIMPLE-T6.jpg
,COLLAR CON TACHAS ,N5,5400,,,,,,,,,,3,ACCESORIOS ,FALSE,,,
,CORREA ROCHAL ,T3,3000,,,,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/05fyMhBt/CORREA-ROCHAL-T3.jpg,,
,CORREA SIMPLE ,T2,5000,,T3,5700,,,,,,,4,ACCESORIOS ,FALSE,https://i.postimg.cc/Vv6QbZJV/CORREA-SIMPLE-T2T3.jpg,,
,PRETAL SIMPLE ,T2,3400,,T6,4500,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/kMZhcgzG/PRETAL-SIMPLE-T2.jpg,,
,CORREA EXTENSIBLE ,3M,5000,,5M,6000,,,,,,,4,ACCESORIOS,FALSE,https://i.postimg.cc/85dNbFBR/CORREA-RETRACTIL-3-Y-5-M.jpg,,
,COLLAR PULGUICIDA  BABS PEQ/MED Y GRANDE ,MED,10800,,GR,12150,,,,,,,4,ACCESORIOS,FALSE,https://i.postimg.cc/sDvKkQNp/COLLAR-PULGUICIDA-BABS-MED-PEQ.jpg,,
,COLLAR ISABELINO,T1,2000,,T2,2600,,T3,4500,,T5,5200,3,ACCESORIOS,FALSE,https://i.postimg.cc/SKxDWJzg/COLLAR-ISABELINO.jpg,,
,COLLAR ISABELINO,T8,9700,,T9,13100,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/SKxDWJzg/COLLAR-ISABELINO.jpg,,
,ARNES MEDIANO/CHICO/GRANDE ,1,14500,,1,16100,,1,17500,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/pLgJKCZk/Whats-App-Image-2026-05-19-at-10-47-31.jpg,,
,"ARNES ACOLCHADO TALLE S,M,L",S,7800,,M,8500,,L,9300,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/N0H7y9jn/ARNES-ACOLCHADO-TALLE-S.png,,
,PECHERA TELA + CORREA ,TL,6600,,TM,6300,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/3JDgqWGM/Whats-App-Image-2026-06-24-at-16-34-02.jpg,https://i.postimg.cc/kg3xP9N0/Whats-App-Image-2026-06-24-at-16-31-37.jpg,
,"CONJUNTO REFLECTARIO PRETAL + CORREA 1,5CM",1,8500,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/dVkjSS3N/Whats-App-Image-2026-06-19-at-22-39-58-(1).jpg,https://i.postimg.cc/XYRkMcyw/Whats-App-Image-2026-06-19-at-22-39-58.jpg,
,CAMA MOISES ECONOMICO ,1,9300,,,,,,,,,,0,COLCHONETAS,FALSE,https://i.postimg.cc/5NfTf6pK/CAMA-MOISES-ECONOMCO.jpg,,
,CAMA MOISES RED LUNAR ,1,13600,,2,14200,,3,15000,,,,3,COLCHONETAS,FALSE,https://i.postimg.cc/pV9M8nNf/CAMA-MOISES-RED-LUNAR-T-1-2-3.jpg,,
,CAMA MOISES RED LUNAR ESTRELLAS ,T3,15000,,,,,,,,,,3,COLCHONETAS,FALSE,https://i.postimg.cc/L81z7VfT/CAMA-MOISES-RED-LUNAR-ESTRELLAS.jpg,,
,CAMA MOISES ARGENTINA ,T3,29000,,,,,,,,,,3,COLCHONETAS,FALSE,https://i.postimg.cc/BnTg1Y20/Whats-App-Image-2026-07-09-at-12-17-55.jpg,,
,CAMA MOISES IGLU,1,18800,,,,,,,,,,3,COLCHONETAS,FALSE,https://i.postimg.cc/SsTVxnCp/Whats-App-Image-2026-07-09-at-12-19-23.jpg,,
,CAMA MOISES JEAN PLUSH T2,1,30600,,,,,,,,,,0,COLCHONETAS,FALSE,https://i.postimg.cc/43JThLZ9/CAMA-MOISES-JEAN-PLUSH-T2.jpg,https://i.postimg.cc/Gts016PN/CAMA-MOISES-JEAN-PLUSH-T2X2.jpg,
,CAMA MOISES PELUCHE REDONDO,1,18500,,,,,,,,,,3,COLCHONETAS,FALSE,https://i.postimg.cc/Df4nVbRh/Whats-App-Image-2026-06-19-at-13-53-13.jpg,https://i.postimg.cc/3JghNQK9/Whats-App-Image-2026-06-19-at-13-53-13-(1).jpg,
,CAMA COLCHONETA BONGO T2,1,15000,,,,,,,,,,0,COLCHONETAS,FALSE,https://i.postimg.cc/BQ6L2pSk/CAMA-BONGO-T2-X3.jpg,https://i.postimg.cc/qMhBk5MC/CAMA-BONGO-T2-X2.jpg,
,CAMA COLCHONETA BONGO T3,1,19000,,,,,,,,,,0,COLCHONETAS,FALSE,https://i.postimg.cc/TY7bsSNp/CAMA-BONGO-T2.jpg,,
,CAMA COLCHONETA BONGO T4,1,23100,,,,,,,,,,0,COLCHONETAS,FALSE,https://i.postimg.cc/fTB7NkLH/CAMA-BONGO-T3.jpg,,
,COLCHONETA MULLIDA ANTIDESGARRO ,1,11200,,,,,,,,,,0,COLCHONETAS,FALSE,https://i.postimg.cc/fyjDrpCg/COLCHONETA-MULLIDO.jpg,,
,COLCHONETA FANTASIA,M,15500,,L,17500,,,,,,,0,COLCHONETAS,FALSE,https://i.postimg.cc/XvL0wB2G/Whats-App-Image-2026-06-16-at-15-08-01.jpg,,
,COLCHONETA ANTIDESGARRO,T2,18000,,T3,20800,,,,,,,0,COLCHONETAS,FALSE,https://i.postimg.cc/VL9w3MQ4/COLCHONETA-ANTIDESGARRO.jpg,,
,COLCHONETA CON FUNDA TUSOR,1,13500,,,,,,,,,,3,COLCHONETAS,TRUE,https://i.postimg.cc/htbHhjbg/Whats-App-Image-2026-07-03-at-16-55-59.jpg,,
,COLCHONETA ANTIDESGARRO 55X45CM,1,11500,,,,,,,,,,3,COLCHONETAS,FALSE,https://i.postimg.cc/52LKPFZv/COLCHONETA-ANTIDESGARRO-55X45-CM.jpg,,
,COLCHONETA ANTIDESGARRO 55X55CM,1,15000,,,,,,,,,,3,COLCHONETAS,FALSE,https://i.postimg.cc/Z5SXzcP9/COLCHONETA-ANTIDESGARRO-55X55CM.jpg,,
,COLCHONETA ANTIDESGARRO 60X55CM,1,17500,,,,,,,,,,3,COLCHONETAS,TRUE,https://i.postimg.cc/X7ysJC7b/COLCHONETA-ANTIDESGARRO-60X55CM.jpg,,
,COLCHONETA ANTIDESGARRO 90X70CM,1,22500,,,,,,,,,,3,COLCHONETAS,TRUE,https://i.postimg.cc/W3H7p2QH/COLCHONETA-ANTIDESGARRO-90X70CM.jpg,,
, COLCHONETA NIDO ANTIDESGARRO ,50CM,10000,,70CM,16000,,90CM,22500,,,,3,COLCHONETAS,TRUE,https://i.postimg.cc/85VhFQ5X/Whats-App-Image-2026-06-28-at-20-27-27.jpg,https://i.postimg.cc/k4FWK1Rm/Whats-App-Image-2026-06-28-at-20-30-27.jpg,https://i.postimg.cc/C5cD6RNg/Whats-App-Image-2026-06-28-at-20-28-45.jpg
,NIDO POLAR ,50CM,14500,,70CM,22500,,90CM,36000,,,,3,COLCHONETAS,TRUE,https://i.postimg.cc/0QQS0Nxr/Whats-App-Image-2026-06-24-at-16-43-37.jpg,https://i.postimg.cc/VLMKCKDj/Whats-App-Image-2026-06-24-at-16-46-54.jpg,https://i.postimg.cc/JnGq4xsj/Whats-App-Image-2026-06-24-at-16-47-05.jpg
,NIDO JEAN ANTIDESGARRO ,90CM,28000,,,,,,,,,,3,COLCHONETAS,TRUE,https://i.postimg.cc/rpjQ2RG8/Whats-App-Image-2026-07-03-at-16-51-38.jpg,,
,PELOTA ATADA MEDIANA/CHICA,1,4400,,1,3100,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/rs55qkKR/PELOTA-ATADA-MED-CHICA.jpg,,
,PELOTA CON SOGA CHICA,1,2300,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/6pPxNJRH/PELOTA-CON-SOGA-CHICA.jpg,,
,RAMA DE GOMA,1,2500,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/3r04MYvc/RAMA-DE-GOMA.jpg,,
,HUESO DE TELA,1,5000,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/h433Zbqr/HUESO-DE-TELA.jpg,,
,HUESO VAINILLA MEDIANO,1,2000,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/P5qmZ1Bt/HUESO-VANILLA-MEDIANO.jpg,,
,HUESO COMESTIBLE ,5/6,2200,,3/4,1700,,7/8,3500,,9/10,4600,5,ACCESORIOS ,FALSE,https://i.postimg.cc/YqP0SVB4/HUESO-COMESTIBLE-5-6.jpg,,
,PATA DE POLLO DE GOMA,1,3200,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/65BHjj7K/PATA-DE-POLLO-DE-GOMA.jpg,,
,CRUZ MORDILLO DE GOMA,1,3000,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/gcDsZcnt/CRUZ-MORDILLO-DE-GOMA.jpg,,
,BIFE DE GOMA,1,4500,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/yNBRy5p4/BIFE-DE-GOMA.jpg,,
,MANCUERNA DE  VAINILLA ,1,7000,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/FHbM6dpY/MANCUERNA-DE-VAINILLA.jpg,,
,CHIFLE CHOCLO,1,1700,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/tCDq1cQy/CHIFLE-CHOCLO.jpg,,
,CHIFLE GALLINA,1,1700,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/mgr5Dzjd/CHIFLE-GALLINA.jpg,,
,CHIFLE HAMBURGUESA,1,1500,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/wxZ5Cw45/CHIFLE-HAMBURGUESA.jpg,,
,CHIFLE PATITO,1,2300,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/8kYY5Bct/CHIFLE-PATITO.jpg,,
,CHIFLE DONA,1,2000,,,,,,,,,,4,ACCESORIOS ,FALSE,https://i.postimg.cc/4dbCDKsq/CHIFLE-DONA.jpg,,
,PELOTA CON PINCHES 6/8CM,6CM,3500,,8CM,4900,4500,,,,,,6,ACCESORIOS,FALSE,https://i.postimg.cc/90zzfh3c/PELOTA-CON-PINCHES-6-8CM.jpg,,
,JUGUETE HAMBURGUESA ,1,3000,,,,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/yxcYJnTV/copy-E1E41D04-9C9A-4C49-8FEC-8C77E4C6A6BE.png,,
,JUGUETE RATON CHIFLE ,1,3900,,,,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/h4TS1y98/copy-09EEAF84-7314-4B3C-B951-593EBC770658.png,,
,JUGUETE TELEFONO CON CHIFLE ,1,2100,,,,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/mgb2DY11/copy-7B02258E-7819-4BFA-A541-CEC14063B83F.png,,
,MANCUERNA CON PINCHE ,1,3000,,,,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/sg6ygtrR/copy-FA40D473-2CD3-4666-BF96-1EA2A36CA65A.png,,
,PELOTA DE TENIS MEDIANA ,3,8400,,1,3000,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/DzN2BRjW/copy-0900D43E-F592-4C83-80DF-D29FB0EAE137.png,,
,PELOTA CON MANIJA DE SOGA ,T2,6000,,T1,5200,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/DwVh6qc7/PELOTA-CON-SOGA.jpg,,
,CEPILLO RASTRILLO,1,3000,,,,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/rmQq1sp2/CEPILLO-RASTRILLO.jpg,,
,CEPILLO METAL,1,3300,,,,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/Dzchh0LS/CEPILLO-METAL.jpg,,
,GALLINA CHIFLE PARA GATO,1,2100,,,,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/05p6wy8j/CHIFLE-GALLINA-PARA-GATO.jpg,,
,ARO CON PLUMA Y POMPON,1,5000,,,,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/MH3KSHkP/ARO-CON-PLUMA-Y-POMPON.jpg,,
,POMPON CON PLUMA,1,4000,,,,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/XJyTJvy1/POMPON-CON-PLUMA.jpg,,
,RATON CON PLUMA,1,4000,,,,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/2j141ZyR/RATON-CON-PLUMA.jpg,,
,PACK PELOTAS CON CASCABEL X3,1,2000,,,,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/65Bmsczh/PELOTA-CON-CASCABEL-X6.jpg,,
,PACK PELOTA CON PLUMA X2,1,2100,,,,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/bdX6B060/PELOTA-CON-PLUMA.jpg,,
,PACK RATON X2,1,3000,,,,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/76CKVQHr/PACK-RATON-X4.jpg,,
,PACK RATON CON PLUMA X3,1,4000,,,,,,,,,,3,ACCESORIOS,FALSE,https://i.postimg.cc/6qyYMbBW/RATON-CON-PLUMA-X3.jpg,,
,RATITA HILO COLA CON 3 BOLITAS ,1,3500,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/dQCK9gXY/RATITA-HILO-COLA-CON-3-BOLITAS.jpg,,
,RATITA A CUERDA PLUSH,1,5400,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/TwWrg5zN/RATITA-A-CUERDA-PLUSH.jpg,,
,RATITA+ GATO CON PLUMA,1,4500,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/9FxrXFSM/RATITA-GATO-CON-PLUMA.jpg,,
,VARITA GATO GRANDE CON GUSANO,1,3500,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/VLs74RjQ/Whats-App-Image-2026-07-03-at-17-55-39.jpg,,
,PELOTA PARA GATO CON PLUMA X3,1,3000,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/Ghpmfn22/PELOTA-PARA-GATO-CON-PLUMA-X3.jpg,,
,RASCADOR TUBO ALFOMBRA C/CASCABEL,1,4100,,,,,,,,,,3,ACCESORIOS ,FALSE,,,
,RODILLO SACAPELUSA,1,3000,,,,,,,,,,0,ACCESORIOS ,FALSE,,,
,CARDINA PLASTICA MEDIANA ,1,4500,,,,,,,,,,3,ACCESORIOS ,FALSE,,,
,RASCADOR COLGANTE SIMPLE,1,8800,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/tTM0yMdP/Whats-App-Image-2026-07-03-at-17-39-56.jpg,,
,BANDEJA SANITARIA,1,3200,,,,,,,,,,3,GATO,FALSE,https://i.postimg.cc/cLLmgw2Z/BANDEJA-SANITARIA.jpg,,
,PALITA SANITARIA,1,1000,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/MK737kXF/PALITA-SANITARIA.jpg,,
,KIT SANITARIO MEDIANO ,1,6000,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/kGx0dDgj/Whats-App-Image-2026-06-10-at-11-47-26.jpg,,
,KIT SANITARIO JUMBO,1,9000,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/FzRLMkpX/Whats-App-Image-2026-06-10-at-11-52-55.jpg,,
,COMEDEROS DE ACERO INOXIDABLE ,T1,2100,,T2,2500,,T3,4000,,T4,4500,3,ACCESORIOS ,FALSE,https://i.postimg.cc/T1hYcqXp/COMEDERO-T2-T3-T4.jpg,,
,COMEDERO COMELENTO P46,1,12600,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/fL7SWzTR/Whats-App-Image-2026-02-18-at-19-43-59.jpg,,
,"COMEDERO REGU-DIET
",1,4500,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/GpCcLkBV/COMEDERO-REGU-DIET.jpg,,
,"COMEDERO CON BOWL 
",1,6600,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/nhySW6Mc/Whats-App-Image-2026-06-24-at-16-29-46.jpg,,
,BOTELLA DOBLE FUNCION AGUA/ALIMENTO,1,12000,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/sgs3TbTg/Whats-App-Image-2026-07-03-at-16-57-43.jpg,,
,BEBEDERO PORTATIL 250ML,1,4500,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/7YMkJmwK/Whats-App-Image-2026-07-03-at-17-03-26.jpg,,
,DENTASTIX 30GR,1U,800,,,,,,,,,,18,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/zBW0vbjr/DENTASTIX-PERRO-MEDIANO.webp,,
,LATA AGILITY GATO URINARY ,340GR,5200,,,,,,,,,,3,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/yNH6cvpd/LATA-AGILITY-GATO-URINARY.webp,,
,LATA AGILITY GATO ADULTO,340GR,5200,,,,,,,,,,3,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/ZnFcVHRh/LATA-AGILITY-GATO-ADULTO.webp,,
,LATA AGILITY PERRO ADULTO,340GR,5200,,,,,,,,,,3,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/VkbSw6qQ/LATA-AGILITY-PERRO-ADULTO.webp,,
,LATA SIEGER GATO ,340GR,5200,,,,,,,,,,3,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/q7mDpLV3/LATA-SIEGER-GATO-ADULTO.webp,,
,LATA MISTER PET GATO ADULTO,340GR,4900,,,,,,,,,,3,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/3NPm1yM0/MISTER-PET-GATO-ADULTO.webp,,
,LATA MISTER PET PERRO ADULTO,340GR,4900,,,,,,,,,,3,ALIMENTOS HUMEDOS,FALSE,https://i.postimg.cc/RCsWBJDG/MISTER-PET-PERRO-ADULTO-HIGH-PERFORMANCE.png,,
,PASTILLA DESPARASITARIA OSSPRET 5 A 10KG,1,8100,,,,,,,,,,3,PIPETA,FALSE,https://i.postimg.cc/SKyWdTNT/PASTILLA-DESPARASITARIA-OSSPRET.avif,,
,PASTILLA DESPARASITARIA OSSPRET DE 10 A 20KG,1,10000,,,,,,,,,,3,PIPETA,FALSE,https://i.postimg.cc/fLLQ8GD7/COMPRIMIDO-OSSPRET-10-A-20KG.avif,,
,PASTILLA DESPARASITARIA OSSPRET 20 A 40KG,1,17000,,,,,,,,,,3,PIPETA,FALSE,https://i.postimg.cc/xCRqmDgJ/COMPRIMIDO-OSSPRET-20-A-40KG.webp,,
,BABS ACA NO ,1,16700,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/hP7Ffydp/acano-extrafuerte-1000x1000.jpg,,
,SET ALICATE/LIMA,1,4800,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/R0kwpFDh/SET-ALICATE-LIMA.jpg,,
,MANOPLA DE GOMA,1,2200,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/vBB7Pwv3/MANOPLA-DE-GOMA.jpg,,
,PEINE VAPORIZADOR ,1,4100,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/vBBtZxcG/PEINE-VAPORIZADOR.webp,,
,CINTURON DE SEGURIDAD,1,7500,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/639nghPw/Whats-App-Image-2026-05-08-at-17-11-57.jpg,,
,PALITA DOFIFICADORA,1,4000,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/TYcz31cy/Whats-App-Image-2026-07-03-at-17-53-31.jpg,,
,BOLSA HIGIENICA ,1U,500,,,,,,,,,,5,ACCESORIOS ,FALSE,https://i.postimg.cc/pLNht7Bg/BOLSA-HIGIENICA-X5.jpg,,
,SET CAPSULAS CON BOLSAS ,1,2000,,,,,,,,,,3,ACCESORIOS ,FALSE,https://i.postimg.cc/mZJyvw62/SET-CAPSULA-CON-BOLSAS.jpg,,
